Author: Key:309
Author:u'g\xf6ttsche' Key:2379
Author:u'g\xfcler' Key:313
Author:u'g\xfcmral' Key:2186
Author:u'g\xfcnd\xfczalp' Key:2136
Author:u'g\xfcner' Key:4675
Author:u'g\xfcneysu' Key:354
Author:u'g\xfcnther' Key:708
Author:u'g\xfcrb\xfcz' Key:5450
Author:u'g\xfcven' Key:4941
Author:u'gal\xe9' Key:5313
Author:u'galaz-garc\xeda' Key:2480
Author:u'gali\u0107' Key:4924
Author:u'gallou\xebt' Key:1622
Author:u'galv\xe1n' Key:3527
Author:u'garc\xeda' Key:3190
Author:u'garc\xeda-beltr\xe1n' Key:557
Author:u'garc\xeda-mart\xednez' Key:5632
Author:u'garc\xeda-martinez' Key:4895
Author:u'garc\xeda-naranjo' Key:527
Author:u'garc\xeda-parrado' Key:2895
Author:u'garc\xeda-prada' Key:1618
Author:u'garc\xeda-r\xedo' Key:1194
Author:u'garv\xedn' Key:4969
Author:u'gavino-fern\xe1ndez' Key:3329
Author:u'giamb\xf2' Key:4715
Author:u'gim\xe9nez' Key:4683
Author:u'gin\xe9' Key:4213
Author:u'gioffr\xe8' Key:2073
Author:u'gir\xe3o' Key:996
Author:u'glogi\u0107' Key:2583
Author:u'gol\xe9' Key:3007
Author:u'gon\u0163a' Key:5099
Author:u'gon\xe7alves' Key:331
Author:u'gonz\xe1lez' Key:2061
Author:u'gonz\xe1lez-\xe1lvaro' Key:882
Author:u'gonz\xe1lez-d\xe1vila' Key:3549
Author:u'gonz\xe1lez-l\xf3pez' Key:4183
Author:u'gr\xfctzmann' Key:4510
Author:u'gra\xf1a' Key:497
Author:u'gracia-bond\xeda' Key:4220
Author:u'gregorovi\u010d' Key:1484
Author:u'gro\xdfe' Key:193
Author:u'gu\xe9ritaud' Key:6008
Author:u'guadarrama-garc\xeda' Key:1658
Author:u'guimar\xe3es' Key:2637
Author:u'guti\xe9rrez' Key:2412
Author:u'guti\xe9rrez-rodr\xedguez' Key:1258
Author:u'guzm\xe1n' Key:4386
Author:u'h\xe9lein' Key:4192
Author:u'h\xf6ll' Key:3455
Author:u'h\xf6rmann' Key:5446
Author:u'h\xfcper' Key:5809
Author:u'ha\u0142enda' Key:3741
Author:u'hac\u0131salihoglu' Key:837
Author:u'hern\xe1ndez-amador' Key:895
Author:u'hlav\xe1\u010d' Key:4963
Author:u'hol\xedkov\xe1' Key:3975
Author:u'horv\xe1th' Key:871
Author:u'hotlo\u015b' Key:5539
Author:u'hungerb\xfchler' Key:939
Author:u'j\xe4rvenp\xe4\xe4' Key:4421
Author:u'j\xf3\u017awikowski' Key:1000
Author:u'j\xfcngling' Key:2176
Author:u'jany\u0161ka' Key:1785
Author:u'je\u0142owicki' Key:3595
Author:u'jim\xe9nez' Key:1495
Author:u'ju\xe1rez' Key:5945
Author:u'k\u0119dra' Key:3161
Author:u'k\u0131l\u0131\xe7' Key:3085
Author:u'k\u0131z\u0131ltu\u011f' Key:4967
Author:u'k\u0159i\u017eka' Key:1179
Author:u'k\u0229dra' Key:5284
Author:u'k\xf6hl' Key:4255
Author:u'k\xf6se' Key:5483
Author:u'k\xfcbel' Key:3709
Author:u'k\xfchnel' Key:4091
Author:u'k\xfcrsten' Key:2806
Author:u'kahyao\u011flu' Key:4739
Author:u'karaku\u015f' Key:5561
Author:u'ke\xdfler' Key:1116
Author:u'kele\u015f' Key:3086
Author:u'kert\xe9sz' Key:4063
Author:u'ki\u015fi' Key:726
Author:u'kn\xf6ppel' Key:893
Author:u'kolasi\u0144ski' Key:700
Author:u'korba\u0161' Key:6025
Author:u'kov\xe1cs' Key:3291
Author:u'kr\xe4mer' Key:3967
Author:u'kr\xf3l' Key:3890
Author:u'kr\xf6ner' Key:2378
Author:u'kr\xf6tz' Key:4577
Author:u'kr\xfdsl' Key:2832
Author:u'krist\xe1ly' Key:3896
Author:u'kry\u0144ski' Key:5970
Author:u'l\xe1ngi' Key:3156
Author:u'l\xe4rz' Key:4512
Author:u'l\xe4tt' Key:3777
Author:u'l\xe9vy' Key:4190
Author:u'l\xea' Key:1087
Author:u'l\xf3pez' Key:300
Author:u'l\xfcbbe' Key:4411
Author:u'le\xe3o' Key:5457
Author:u'lengyeln\xe9-t\xf3th' Key:3968
Author:u'lij\xf3' Key:574
Author:u'lindstr\xf6m' Key:4544
Author:u'louren\xe7o' Key:2035
Author:u'loz\xf3rio' Key:5523
Author:u'luj\xe1n' Key:5405
Author:u'm\xe4der-baumdicker' Key:1320
Author:u'm\xe4rz' Key:5750
Author:u'm\xe9ndez' Key:4982
Author:u'm\xf8ller' Key:4441
Author:u'm\xf8ller-andersen' Key:949
Author:u'm\xfcller' Key:624
Author:u'm\xfcnch' Key:1568
Author:u'mac\xedas-virg\xf3s' Key:6029
Author:u'maci\xe1' Key:5714
Author:u'macr\xec' Key:5937
Author:u'magn\xfasson' Key:5892
Author:u'mal\xfd' Key:5895
Author:u'mar\xeda' Key:2736
Author:u'mar\xedn' Key:2568
Author:u'mar\xedn-solano' Key:4184
Author:u'march\xe9' Key:3268
Author:u'mart\xedn-garc\xeda' Key:3101
Author:u'mart\xedn-molina' Key:1701
Author:u'mart\xednez' Key:3347
Author:u'mart\xednez-p\xe9rez' Key:4012
Author:u'mascar\xf3' Key:2992
Author:u'masqu\xe9' Key:2735
Author:u'mata-guti\xe9rrez' Key:1285
Author:u'mel\xe9ndez' Key:1801
Author:u'mendon\xe7a' Key:3781
Author:u'mero\xf1o' Key:5458
Author:u'micha\u0142ek' Key:1122
Author:u'mike\u0161' Key:3144
Author:u'mil\xe1n' Key:5953
Author:u'misio\u0142ek' Key:3074
Author:u'moln\xe1r' Key:5376
Author:u'mour\xe3o' Key:2228
Author:u'mu\xf1oz' Key:452
Author:u'mu\xf1oz-d\xedaz' Key:1830
Author:u'mu\xf1oz-lecanda' Key:4167
Author:u'n\xe1vrat' Key:3684
Author:u'n\xe4f' Key:3332
Author:u'n\xf6lle' Key:4452
Author:u'n\xfa\xf1ez' Key:2657
Author:u'n\xfa\xf1ez-y\xe9pez' Key:4185
Author:u'n\xfa\xf1ez-zimbr\xf3n' Key:414
Author:u'najdanovi\u0107' Key:3238
Author:u'ng\xf4' Key:1739
Author:u'nguy\xean' Key:2089
Author:u'niedzia\u0142omski' Key:4010
Author:u'nik\u010devi\u0107' Key:3276
Author:u'nordstr\xf6m' Key:1053
Author:u'nystr\xf6m' Key:466
Author:u'orta\xe7gil' Key:4211
Author:u'ortiz-rodr\xedguez' Key:1659
Author:u'oubi\xf1a' Key:3550
Author:u'ozsv\xe1th' Key:4340
Author:u'p\u0103un' Key:3117
Author:u'p\xe1lfia' Key:3442
Author:u'p\xe9rez' Key:1465
Author:u'p\xe9rez-garc\xeda' Key:3873
Author:u'p\xeagas' Key:3628
Author:u'padr\xf3n' Key:1143
Author:u'patr\xe3o' Key:5605
Author:u'pe\xf1afiel' Key:3774
Author:u'pe\xf3n-nieto' Key:3738
Author:u'peign\xe9' Key:758
Author:u'pelegr\xedn' Key:3998
Author:u'per\xeda' Key:4993
Author:u'pereira-s\xe1ez' Key:6030
Author:u'perkta\u015f' Key:2787
Author:u'pi\u015fcoran' Key:3223
Author:u'pli\u015b' Key:4848
Author:u'po\u0161ta' Key:2313
Author:u'podest\xe0' Key:4152
Author:u'podest\xe1' Key:555
Author:u'prieto-mar\xedn' Key:6028
Author:u'prieto-mart\xedn' Key:2057
Author:u'puiggal\xed' Key:2855
Author:u'r\xe1cz' Key:4259
Author:u'r\xedo' Key:2595
Author:u'r\xf6ger' Key:3481
Author:u'r\xf6mer' Key:5127
Author:u'r\xf6rig' Key:5294
Author:u'r\xf6ser' Key:5334
Author:u'ra\u017any' Key:1388
Author:u'ra\xf1ada' Key:4227
Author:u'raki\u0107' Key:3817
Author:u'rasc\xf3n' Key:3808
Author:u'repov\u0161' Key:3897
Author:u'revent\xf3s' Key:2431
Author:u'ria\xf1o-ria\xf1o' Key:2218
Author:u'ritor\xe9' Key:416
Author:u'rivi\xe8re' Key:350
Author:u'roblero-m\xe9ndez' Key:3924
Author:u'rodr\xedguez' Key:3994
Author:u'rom\xe1n' Key:537
Author:u'rom\xe1n-roy' Key:4168
Author:u'ros\xe9n' Key:2372
Author:u'ruiz-hern\xe1ndez' Key:2873
Author:u's\xe1ez' Key:1125
Author:u's\xe1nchez' Key:549
Author:u's\xe1nchez-bringas' Key:4960
Author:u's\xe4mann' Key:662
Author:u's\xf6nmez' Key:3961
Author:u's\xfc\xdf' Key:928
Author:u's\xfctl\xfc' Key:1173
Author:u'sala\u010d' Key:138
Author:u'salom\xe3o' Key:807
Author:u'sanmart\xedn' Key:4532
Author:u'santamar\xeda' Key:1145
Author:u'santill\xe1n' Key:3396
Author:u'santos-rodr\xedguez' Key:4145
Author:u'sar\u0131' Key:2439
Author:u'sarav\xed' Key:4188
Author:u'sard\xf3n' Key:238
Author:u'savar\xe9' Key:400
Author:u'sch\xe4fer' Key:4908
Author:u'sch\xe4tzle' Key:3585
Author:u'sch\xf6bel' Key:1247
Author:u'sch\xf6berl' Key:5327
Author:u'sch\xf6rkhuber' Key:1818
Author:u'sch\xfccking' Key:4341
Author:u'schn\xf6rr' Key:5419
Author:u'schn\xfcrer' Key:4778
Author:u'schr\xf6der' Key:3795
Author:u'schwachh\xf6fer' Key:1088
Author:u'sim\xf5es' Key:4903
Author:u'simi\u0107' Key:4886
Author:u'sli\u017cewska' Key:2320
Author:u'slov\xe1k' Key:1823
Author:u'sol\xe0-morales' Key:4928
Author:u'sol\xf3rzano' Key:1933
Author:u'sp\xe1\u010dil' Key:4756
Author:u'speran\xe7a' Key:2403
Author:u'sti\xe9non' Key:124
Author:u'strza\u0142kowski' Key:4763
Author:u'su\xe1rez-serrato' Key:528
Author:u'sz\u0151ke' Key:1619
Author:u'sz\xe9kelyhidi' Key:1038
Author:u'szab\xf3' Key:3112
Author:u'szuma\u0144ska' Key:5325
Author:u't\xf3th' Key:3290
Author:u't\xf4' Key:2125
Author:u't\xf8nnesen-friedman' Key:3319
Author:u't\xfcreli' Key:1425
Author:u'ta\u015ftan' Key:1944
Author:u'tam\xe1ssy' Key:5017
Author:u'ti\u011flay' Key:3075
Author:u'torrom\xe9' Key:448
Author:u'tr\u0229bska' Key:5688
Author:u'tr\xe9lat' Key:821
Author:u'tr\xedas' Key:4201
Author:u'trouv\xe9' Key:1534
Author:u'tu\u010dek' Key:5250
Author:u'tun\xe7er' Key:3121
Author:u'u\u011furlu' Key:3079
Author:u'v\xe1squez' Key:1483
Author:u'v\xe1zquez' Key:2594
Author:u'v\xe1zquez-abal' Key:6040
Author:u'v\xe1zquez-lorenzo' Key:1259
Author:u'v\xe9lez' Key:2317
Author:u'v\xe9tois' Key:5360
Author:u'v\xeelcu' Key:3111
Author:u'vel\xe1squez' Key:3973
Author:u'ven\xe2ncio' Key:2182
Author:u'ver\xe7in' Key:3071
Author:u'vesi\u0107' Key:1656
Author:u'vi\xf1ado-lereu' Key:4105
Author:u'vidal-casti\xf1eira' Key:1599
Author:u'vilari\xf1o' Key:4685
Author:u'villab\xf3n' Key:2780
Author:u'vit\xf3rio' Key:3655
Author:u'vl\u0103du\u0163' Key:1577
Author:u'vlas\xe1kov\xe1' Key:4489
Author:u'vr\u017eina' Key:679
Author:u'we\u0142yczko' Key:5818
Author:u'wei\xdf' Key:4374
Author:u'y\u0131ld\u0131z' Key:3212
Author:u'y\xfcce' Key:1324
Author:u'yayl\u0131' Key:314
Author:u'yurdu\u015fen' Key:3372
Author:u'z\u0131plar' Key:3267
Author:u'z\xe4hle' Key:440
Author:u'z\xfchlke' Key:1955
Author:u'z\xfcst' Key:592
Author:u'zalabov\xe1' Key:1485
Author:u'zerg\xe4nge' Key:4092
Author:u'zlatanovi\u0107' Key:3237
Author:u'zwierzy\u0144ski' Key:1397
